hex,type,flight,r,t,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,dbFlags,geom_rate,nav_modes,true_heading,timestamp
a6b890,adsb_icao,N532HF  ,N532HF,C172,,1800,1800.0,79.1,272.9,320.0,1200,none,A1,,,28.499373,-82.492568,10,25,0.693,2.0,0.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2229058,0.3,-12.0,,,,,,2024-09-21 18:18:05.587536+00:00
ab33e3,adsr_icao,N8205A  ,N8205A,P28A,,2300,2300.0,81.4,84.36,,0122,none,A1,,,27.385162,-82.468147,0,0,0.498,,,,0.0,,perhour,,,0.0,0.0,[],[],1652928,0.5,-19.1,640.0,,,,,2024-09-21 18:18:05.587536+00:00
ac9de3,adsb_icao,N9118S  ,N9118S,P28A,,225,100.0,60.6,13.35,-1216.0,1200,none,A1,,,27.907415,-82.456671,9,75,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5081021,0.3,-7.0,,,,,,2024-09-21 18:18:05.587536+00:00
a4d98e,adsr_icao,N411TP  ,N411TP,B407,,850,850.0,67.1,204.66,0.0,0205,none,A7,,,27.985245,-82.447639,8,186,0.406,,0.0,9.0,0.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1436891,0.3,-11.4,0.0,,,,,2024-09-21 18:18:05.587536+00:00
a60732,adsb_icao,N488K   ,N488K,C421,,900,950.0,158.2,80.54,-64.0,1200,none,A1,,,27.926285,-82.402799,10,25,0.406,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],356361,0.3,-8.8,,,,,,2024-09-21 18:18:05.587536+00:00
a76594,adsr_icao,CXK185  ,N576K,P28A,8.0,5050,5175.0,109.0,144.71,128.0,2604,none,A1,,,28.723068,-82.374749,0,0,0.14,,0.0,9.0,0.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5230950,0.1,-4.9,64.0,,,,,2024-09-21 18:18:05.587536+00:00
a9d688,adsb_icao,N733DN  ,N733DN,C172,,1000,975.0,88.8,215.84,-320.0,1200,none,A1,,,28.031709,-82.346838,10,25,0.48,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2475293,0.5,-9.8,,,,,,2024-09-21 18:18:05.587536+00:00
a74764,adsb_icao,SCX3046 ,N5683A,B738,,13250,13800.0,361.8,344.12,,3622,none,A3,1012.8,16000.0,28.249878,-82.316437,8,186,0.493,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],22778674,0.2,-8.5,3008.0,350.16,,,,2024-09-21 18:18:05.587536+00:00
a06050,adsb_icao,N123RB  ,N123RB,RV9,,4200,4150.0,137.9,251.83,,1200,none,A1,,,28.510359,-82.313286,9,75,0.275,2.0,1.0,9.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],924242,0.0,-15.4,-1344.0,,,,,2024-09-21 18:18:05.587536+00:00
acc748,adsb_icao,N922TG  ,N922TG,B407,,1000,975.0,119.9,115.71,,0222,none,A7,1013.6,,27.892365,-82.312213,9,75,0.406,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],775353,0.0,-12.4,0.0,,,,,2024-09-21 18:18:05.587536+00:00
a607d0,adsr_icao,N488RH  ,N488RH,T206,,3600,3625.0,128.4,160.44,256.0,7324,none,A1,,,28.371308,-82.311886,0,186,1.271,,0.0,9.0,0.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],191584,1.3,-10.6,256.0,,,,,2024-09-21 18:18:05.587536+00:00
ac4210,adsb_icao,SWA2225 ,N8893L,B38M,,11000,11475.0,375.1,178.93,,6255,none,A3,1012.8,11008.0,28.582236,-82.2555,8,186,0.336,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31611783,0.1,-13.0,0.0,184.92,,,,2024-09-21 18:18:05.587536+00:00
a11e5c,adsb_icao,N171RA  ,N171RA,C172,,1525,1400.0,93.9,345.82,-128.0,0105,none,A1,,,27.493798,-82.241857,9,75,0.389,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5611595,0.3,-9.9,,,,,,2024-09-21 18:18:05.587536+00:00
abf512,adsb_icao,N87MB   ,N87MB,PA34,,2100,2050.0,140.0,245.08,-768.0,1200,none,A1,,,28.140409,-82.227119,9,75,0.336,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],848670,0.3,-10.4,,,,,,2024-09-21 18:18:05.587536+00:00
a8ea6d,adsb_icao,N67387  ,N67387,C152,,4600,4625.0,108.2,333.67,-1152.0,1200,none,A1,,,28.727875,-82.220095,9,75,0.154,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4009655,0.2,-7.5,,,,,,2024-09-21 18:18:05.587536+00:00
a23113,adsr_icao,N240MA  ,N240MA,GLAS,,11400,12050.0,216.9,152.25,,1200,none,A1,,,27.764145,-82.212352,0,0,0.244,,,,0.0,,perhour,,,0.0,0.0,[],[],83729,0.2,-24.5,0.0,,,,,2024-09-21 18:18:05.587536+00:00
a88e65,adsb_icao,EDG650  ,N650TB,E35L,,18625,19625.0,392.0,245.59,,1045,none,A2,1013.6,26016.0,28.380292,-82.201538,8,186,0.011,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5594165,0.0,-12.6,1088.0,,,,,2024-09-21 18:18:05.587536+00:00
a5ef47,adsb_icao,N4814U  ,N4814U,C210,,3000,3000.0,115.0,335.89,0.0,1200,none,A1,,,28.672035,-82.196153,7,371,0.275,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],906626,0.2,-13.3,,,,,,2024-09-21 18:18:05.587536+00:00
a1cc84,adsb_icao,N215EL  ,N215EL,PIAT,,2800,2875.0,79.2,52.7,,1200,none,B4,1012.8,3392.0,27.649609,-82.178051,9,75,0.36,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],850994,0.0,-15.7,-1088.0,,[],,,2024-09-21 18:18:05.587536+00:00
a81d69,adsb_icao,N6218E  ,N6218E,C172,,1900,1925.0,58.7,188.82,448.0,1200,none,A1,,,28.417534,-82.171272,7,371,0.133,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],746761,0.1,-15.9,,,,,,2024-09-21 18:18:05.587536+00:00
ad2ad5,adsb_icao,N94790  ,N94790,C152,,3050,3025.0,91.7,276.89,,4761,none,A1,1013.6,3008.0,27.947617,-82.161096,9,75,0.133,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3809403,0.1,-14.7,64.0,289.69,,,,2024-09-21 18:18:05.587536+00:00
a6a1af,adsb_icao,N52606  ,N52606,C172,,2450,2425.0,97.4,236.31,,1200,none,A1,,,27.35726,-82.150902,9,75,0.675,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7797668,0.4,-21.4,-448.0,,,,,2024-09-21 18:18:05.587536+00:00
a199dd,adsb_icao,N202EH  ,N202EH,DHC6,,7475,7750.0,165.1,334.52,,0246,none,A1,1012.0,,28.283603,-82.118925,9,75,0.039,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5190917,0.0,-17.1,-2944.0,156.8,,,,2024-09-21 18:18:05.587536+00:00
ad3f46,adsb_icao,N9526G  ,N9526G,C172,,3500,3500.0,115.1,262.01,-64.0,1200,none,A1,,,27.809097,-82.091217,9,75,0.675,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4028879,0.0,-16.7,,,,,,2024-09-21 18:18:05.587536+00:00
a66656,adsb_icao,N511ND  ,N511ND,C172,,3000,3025.0,46.7,99.87,,1200,none,A1,,,27.723312,-82.08264,9,75,0.244,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2958763,0.1,-23.8,256.0,,,,,2024-09-21 18:18:05.587536+00:00
a70396,adsb_icao,N551ER  ,N551ER,C172,,5050,5175.0,109.3,219.81,,2667,none,A1,,,27.950103,-82.081442,9,75,0.426,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],803489,0.2,-17.0,-128.0,,,,,2024-09-21 18:18:05.587536+00:00
aa353f,adsb_icao,N757NJ  ,N757NJ,C152,,375,350.0,58.1,87.04,-320.0,1200,none,A1,,,27.989207,-82.043852,10,25,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],708890,0.3,-10.3,,,,,,2024-09-21 18:18:05.587536+00:00
a6f2ce,adsr_icao,CXK341  ,N547K,P28A,8.0,1150,1025.0,102.0,269.44,-320.0,1200,none,A1,,,27.974962,-82.033512,8,186,0.406,,0.0,9.0,0.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3959112,0.4,-4.7,-384.0,,,,,2024-09-21 18:18:05.587536+00:00
ab93a5,adsb_icao,AAL608  ,N845NN,B738,,36000,37925.0,420.6,338.38,,6670,none,A3,1013.6,36000.0,28.556763,-82.030317,8,186,0.493,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],24308045,0.3,-12.8,0.0,350.86,,,,2024-09-21 18:18:05.587536+00:00
a05fc9,other,N123KS  ,N123KS,C172,,ground,,13.2,259.0,,1200,,A1,,,27.983376,-82.010719,0,0,10.093,2.0,,,,,,,,,,[],[],4102599,10.1,-49.5,,,,266.41,272.81,2024-09-21 18:18:05.587536+00:00
a5a86c,adsb_icao,N46390  ,N46390,C172,,1900,1925.0,86.2,183.99,640.0,1200,none,A1,,,27.780979,-82.000791,9,75,0.498,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2763632,0.4,-26.1,,,,,,2024-09-21 18:18:05.587536+00:00
a6f577,adsb_icao,N54781  ,N54781,C172,,1925,1875.0,92.5,186.2,,1200,none,A1,1012.8,,27.956314,-81.9841,9,75,0.521,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6247662,0.5,-5.0,128.0,96.33,,,,2024-09-21 18:18:05.587536+00:00
a127b9,adsb_icao,N17371  ,N17371,C150,,2800,2850.0,79.1,357.1,192.0,1200,none,A1,,,28.507965,-81.94961,9,75,0.275,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],937674,0.1,-14.1,,,,,,2024-09-21 18:18:05.587536+00:00
a0106a,adsb_icao,N103FV  ,N103FV,C172,,1700,1625.0,85.6,136.42,-640.0,1200,none,A1,,,28.018936,-81.921827,10,25,0.133,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2887781,0.1,-13.5,,,,,,2024-09-21 18:18:05.587536+00:00
a64272,adsb_icao,N502MA  ,N502MA,ULAC,,3000,3050.0,108.5,32.96,,1200,none,A1,,,27.689923,-81.91813,10,25,3.432,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],177563,3.4,-26.4,256.0,,,,,2024-09-21 18:18:05.587536+00:00
a327e3,adsb_icao,N302MR  ,N302MR,PC12,,20050,21075.0,250.2,350.8,,2107,none,A1,,,27.421503,-81.911105,9,75,0.154,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],960478,0.1,-15.7,0.0,,,,,2024-09-21 18:18:05.587536+00:00
a5448b,adsb_icao,N43899  ,N43899,P28A,,3300,3350.0,81.3,20.89,-448.0,1200,none,A1,,,27.96373,-81.886544,9,75,0.133,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7198831,0.1,-11.0,,,,,,2024-09-21 18:18:05.587536+00:00
ad09b9,adsb_icao,N9392C  ,N9392C,P28A,,2950,2900.0,107.9,162.74,-320.0,4543,none,A1,,,27.655614,-81.880839,9,75,0.056,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],531224,0.1,-17.4,,,,,,2024-09-21 18:18:05.587536+00:00
ac8a1f,adsb_icao,N907KS  ,N907KS,C172,,3000,3000.0,87.8,104.51,,1200,none,A1,1013.6,2496.0,28.31337,-81.858286,9,75,0.154,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5411220,0.2,-19.4,-128.0,237.66,,,,2024-09-21 18:18:05.587536+00:00
a2e0b2,adsb_icao,N285BL  ,N285BL,P28A,,1350,1275.0,77.7,78.11,,1200,none,A1,1011.2,1312.0,28.03743,-81.845556,9,75,0.056,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7279838,0.1,-5.0,64.0,14.77,['althold'],,,2024-09-21 18:18:05.587536+00:00
abe862,adsb_icao,N8666Y  ,N8666Y,PA30,8.0,9400,9850.0,151.0,143.89,128.0,1200,none,A1,,,27.626358,-81.802955,9,75,0.389,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],931762,0.1,-12.1,,,,,,2024-09-21 18:18:05.587536+00:00
a5d627,adsb_icao,N47509  ,N47509,P28A,,1300,1175.0,113.2,223.57,320.0,1200,none,A1,,,27.932693,-81.768183,9,75,0.056,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1116709,0.1,-13.1,,,,,,2024-09-21 18:18:05.587536+00:00
a0be68,adsb_icao,N147TP  ,N147TP,BL8,,500,400.0,80.6,133.99,-704.0,1200,none,A1,,,28.056801,-81.764724,7,371,7.675,2.0,0.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],18426,7.7,-18.1,,,,,,2024-09-21 18:18:05.587536+00:00
a2dcfb,adsb_icao,N284BL  ,N284BL,P28A,,1050,950.0,97.3,219.58,,1200,none,A1,1012.8,992.0,28.082108,-81.752331,9,75,0.133,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6400442,0.1,-15.3,192.0,136.41,[],,,2024-09-21 18:18:05.587536+00:00
a4524c,adsb_icao,N378JA  ,N378JA,P28A,,5000,5100.0,113.9,196.84,,1163,none,A1,1013.6,4992.0,27.656498,-81.746838,9,75,0.056,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2157936,0.1,-12.0,0.0,,['althold'],,,2024-09-21 18:18:05.587536+00:00
a803d4,adsb_icao,N6151H  ,N6151H,P28A,,8500,8725.0,108.0,210.6,0.0,1200,none,A1,,,27.447618,-81.713985,9,75,0.458,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2951025,0.0,-16.8,,,,,,2024-09-21 18:18:05.587536+00:00
ad9cd9,adsb_icao,N9764F  ,N9764F,C172,,2500,2525.0,112.0,150.0,64.0,2634,none,A1,,,27.449387,-81.710446,9,75,0.373,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],4638567,0.3,-13.0,-64.0,,,,,2024-09-21 18:18:05.587536+00:00
a052ea,adsb_icao,N12SA   ,N12SA,C172,,2600,2625.0,95.4,84.59,,1200,none,A1,1012.8,2496.0,28.278809,-81.70828,9,75,0.521,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5771454,0.3,-12.8,192.0,,,,,2024-09-21 18:18:05.587536+00:00
a88d47,adsb_icao,FFT1048 ,N650FR,A21N,,34500,36375.0,428.1,337.33,,3525,none,A3,1012.8,38016.0,28.070813,-81.653514,8,186,0.039,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],19235041,0.0,-5.7,960.0,,,,,2024-09-21 18:18:05.587536+00:00
a8358c,adsb_icao,N628SG  ,N628SG,C172,,1875,1850.0,88.1,114.82,,1200,none,A1,1012.8,2016.0,28.206848,-81.639827,9,75,0.336,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3019560,0.1,-10.0,-128.0,,,,,2024-09-21 18:18:05.587536+00:00
a2ad9d,adsb_icao,N27174  ,N27174,AA5,,2500,2450.0,78.2,324.89,448.0,1200,none,A1,,,27.713699,-81.604476,9,75,0.133,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],['callsign'],149074,0.1,-16.4,,,,,,2024-09-21 18:18:05.587536+00:00
abf4cb,adsb_icao,N87JF   ,N87JF,C208,,12600,13125.0,114.0,228.2,1216.0,7434,none,A1,,,27.88179,-81.592712,9,75,0.039,2.0,0.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5039933,0.0,-16.1,,,,,,2024-09-21 18:18:05.587536+00:00
a57aa7,adsr_icao,N452MK  ,N452MK,C172,,1600,1500.0,105.0,193.77,,,,A1,,,27.989639,-81.584261,0,0,24.965,,,,0.0,,perhour,,,0.0,0.0,[],[],707283,25.0,-11.4,128.0,,,,,2024-09-21 18:18:05.587536+00:00
ad8155,adsb_icao,N97AJ   ,N97AJ,C56X,40000,42050.0,383.9,339.25,0.0,3305,none,A2,1013.6,40000.0,27.86049,-83.08305,8,186,0.157,2.0,1.0,10.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],270127,0.2,-15.1,,,,,,,2024-09-21 18:33:06.869512+00:00
a6f009,adsb_icao,DAL1720 ,N546US,B752,11125,11550.0,322.3,151.05,-448.0,3152,none,A4,1012.8,8000.0,28.436155,-83.013342,8,186,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],19830791,0.0,-10.1,153.28,,,,,,2024-09-21 18:33:06.869512+00:00
ac4ca8,adsb_icao,SWA715  ,N8919K,B38M,37000,39050.0,493.7,156.86,0.0,6234,none,A3,1013.6,36992.0,28.478119,-82.942446,8,186,0.09,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31070794,0.0,-12.8,156.09,,,,,,2024-09-21 18:33:06.869512+00:00
a4c846,adsb_icao,SIL51   ,N407SV,AT45,7050,7250.0,260.0,151.27,-64.0,1502,none,A2,1012.8,7008.0,28.294098,-82.924541,8,186,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],17591993,0.0,-8.6,154.69,,,,,,2024-09-21 18:33:06.869512+00:00
a2e935,adsb_icao,ENY3759 ,N287NN,E75L,10750,11225.0,320.9,148.64,-1024.0,1562,none,A3,1012.8,8000.0,28.287886,-82.920496,8,186,0.416,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],23823116,0.0,-14.1,,"['autopilot', 'vnav', 'tcas']",,,,,2024-09-21 18:33:06.869512+00:00
a8b37b,adsb_icao,N66SL   ,N66SL,,9525,9725.0,132.9,346.07,0.0,2133,none,A1,1012.8,9504.0,28.602585,-82.895754,9,75,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],372183,0.0,-13.4,9.14,"['autopilot', 'althold']",,,,,2024-09-21 18:33:06.869512+00:00
a3d79a,adsr_icao,CXK480  ,N347D,P28A,4975,5075.0,101.3,350.91,180.0,1200,none,A1,,,28.131683,-82.888148,0,0,0.089,,,,0,,perhour,,,0.0,0.0,['baro_rate'],[],4094874,0.1,-11.7,,,8.0,-256.0,,,2024-09-21 18:33:06.869512+00:00
a740f1,adsb_icao,CNS2013 ,N567AF,PC12,20000,21050.0,236.0,0.0,0.0,2127,none,A1,1013.6,20000.0,27.916031,-82.876351,8,186,0.357,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],9682493,0.0,-19.0,7.03,"['autopilot', 'althold', 'lnav']",,,,,2024-09-21 18:33:06.869512+00:00
a0561e,adsr_icao,N1200V  ,N1200V,C172,2900,2925.0,101.0,180.0,0.0,1200,none,A1,,,28.129329,-82.854848,8,186,1.037,,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2643529,0.7,-19.2,,,,0.0,,,2024-09-21 18:33:06.869512+00:00
a5de4a,adsb_icao,N4776E  ,N4776E,C172,2500,2450.0,85.4,321.65,,1200,none,A1,,,27.814728,-82.827897,9,75,0.346,2.0,0.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6132327,0.1,-3.8,,,,448.0,,,2024-09-21 18:33:06.869512+00:00
a46303,adsr_icao,CXK344  ,N382D,P28A,875,775.0,98.2,218.39,256.0,1200,none,A1,,,28.078857,-82.811614,0,186,0.522,,0.0,9.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3919152,0.3,-11.1,,,8.0,-64.0,,,2024-09-21 18:33:06.869512+00:00
a55342,adsb_icao,EJA442  ,,,24475,25825.0,342.0,0.34,1536.0,1475,none,A2,1012.8,26016.0,27.701747,-82.788902,8,186,0.018,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1780718,0.0,-16.3,7.03,,,,,,2024-09-21 18:33:06.869512+00:00
abc07b,adsb_icao,SWA3373 ,N8563Z,B738,6975,7250.0,265.9,135.3,-960.0,1667,none,A3,1012.8,4992.0,28.159286,-82.785997,8,186,0.018,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],30477468,0.0,-7.6,139.22,,,,,,2024-09-21 18:33:06.869512+00:00
a33286,adsb_icao,N305GL  ,N305GL,B06,600,575.0,88.4,68.08,,1200,none,A7,,,27.977336,-82.783113,9,75,0.09,2.0,0.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],81953,0.0,-7.5,,,,448.0,,,2024-09-21 18:33:06.869512+00:00
a82930,adsb_icao,N625DW  ,N625DW,C172,2525,2500.0,114.6,260.46,-256.0,1200,none,A1,1013.6,2496.0,27.764081,-82.748707,9,75,0.581,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],237502,0.1,-3.6,270.0,,,,,,2024-09-21 18:33:06.869512+00:00
ad6884,adsb_icao,AAL1364 ,N963NN,B738,36000,37975.0,465.7,291.28,0.0,7421,none,A3,1013.6,36000.0,28.332962,-82.732121,8,186,0.206,2.0,1.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],25003933,0.1,-6.3,303.75,,,,,,2024-09-21 18:33:06.869512+00:00
a85c3d,adsb_icao,N638JA  ,N638JA,P28A,2775,2775.0,111.3,107.78,-576.0,3741,none,A1,1012.8,2016.0,27.73233,-82.707773,9,75,0.04,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5817659,0.0,-7.9,109.69,['autopilot'],,,,,2024-09-21 18:33:06.869512+00:00
a6ca6e,adsr_icao,CXK221  ,N537A,P28A,4050,4100.0,122.9,201.97,-256.0,3012,none,A1,,,28.545227,-82.706346,0,0,0.036,,0.0,9.0,0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4520998,0.0,-13.7,,,8.0,-256.0,,,2024-09-21 18:33:06.869512+00:00
ae4a4b,adsb_icao,C6044   ,6044,H60,ground,,4.8,,,0174,none,A7,,,27.912277,-82.693612,10,25,0.477,2.0,,11.0,1,3.0,perhour,,2.0,,,[],[],1246083,0.5,-4.2,,,1.0,,292.5,,2024-09-21 18:33:06.869512+00:00
